text,sentiment
Aceder à rede eduroam no Android http://t.co/fdG1IGqH,neutral
"Seeeeeexto amago, se ve que Chuck Norris se está conectando a Eduroam",positive
"Pedro Ribeiro(IPL) apresenta “Otimização de desempenho Eduroam, na vertente de filtragem de tráfego indesejado e aplicação de QoS”",neutral
Zapping de Serviços FCCN: Eduroam com Esmeralda Pires - Auditório e Sala 2 #fccn2012 #eduroam #serviçosfccn,neutral
@gabboman92 @ARaulvalencia @Sefir666 @andywiri EDUROAM FLAMA INTERNET FUGAZ!!,negative
Asco de #eduroam,negative
RT @javi1093: Eduroam va fatal! #porunwifidignoenlauniversidad,neutral
Eduroam va fatal! #porunwifidignoenlauniversidad,neutral
"A rede ""eduroam"" vai mudar... http://t.co/ZBhTlExw",neutral
Aprenda a configurar o seu Android na rede Eduroam! http://t.co/w7V8SgzT,neutral
O.o hora Happy de eduroam =),positive
"Eduroam, manifiéstate",neutral
Eduroam - A rede sem fronteiras http://t.co/cnpfkFYp,neutral
Eduroam - A rede sem fronteiras http://t.co/kooHa9Wp,neutral
Dúvida esclarecida: os estudantes da @uaberta têm acesso à rede eduroam. No campus da UA basta configurar proxies.,neutral
"RT @joaopsmartins: A ideia do eduroam é óptima, mas a utilização de proxies específicos por cada Universidade dificulta desnecessariamen ...",negative
"A ideia do eduroam é óptima, mas a utilização de proxies específicos por cada Universidade dificulta desnecessariamente o acesso.",negative
Professor sofre de problemas de conectividade à eduroam. #windows,negative
Eduroam va FATAL ¬¬,negative
"RT @ESR_RNP: No 13ºWRNP, amanhã, 30/4, palestras no estande da ESR: Eduroam (10hs) e Redes de Circuitos Dinâmicos (15h30). http://t.co/M ...",neutral
"No 13ºWRNP, amanhã, 30/4, palestras no estande da ESR: Eduroam (10hs) e Redes de Circuitos Dinâmicos (15h30). http://t.co/MveePTfk",neutral
Alterações na Eduroam http://t.co/ubDimxfS,neutral
#eduroam bonita...FUNCIONA!,positive
que asco da la red #eduroam,negative
Pensava que o iscte tinha finalmente investido na eduroam. Afinal continua a mesma merda de sempre ^^,negative
RT @ESGT_Santarem: Actualização das definições de segurança da rede wireless EDUROAM - configuração...: Actualização das def... http://t ...,neutral
Sociedade - Alunos da Universidade do Minho devem mudar encriptação da rede eduroam até ao dia 15 de Abril. http://t.co/5raSxAag,neutral
Actualização das definições de segurança da rede wireless EDUROAM - configuração...: Actualização das def... http://t.co/thwj6Y0f #ESGTS,neutral
"Actualização das definições de segurança da rede wireless EDUROAM - configuração no ""Tipo de segurança""... http://t.co/mpCoLp9j",neutral
RT @coutox18: a net da faculdade ta mesmo rapida! obrigado #eduroam,positive
É por sinais de fumo RT @petersaints: A net na eduroam/OpenFCT está uma bosta tão grande mas tão grande. Parece net por telefone. #fctunl,negative
A net na eduroam/OpenFCT está uma bosta tão grande mas tão grande. Parece net por telefone. #fctunl,negative
a #eduroam em #jcc está completamente horrível #firstworldproblems,negative
a net da faculdade ta mesmo rapida! obrigado #eduroam,positive
@unespreitoria alguma previsão para participar da Eduroam?,neutral
"Atenção: O Centro de Informática da FCUP procederá a alterações na Rede Wireless, eduroam, sendo que a partir de... http://t.co/s3b7gtb7",neutral
Aprenda a configurar o seu Android na rede Eduroam! http://t.co/GcBQAqAA,neutral
@arturventura @BaiaVieira Mas infelizmente na@FCTUNL às vezes a eduroam tá parva e tenho q usar1rede aberta(OpenFCT)mas n gosto mto da ideia,negative
"LOL eduroam a ser reconfigurada, não funciona em windows, mas funciona em android. Lindo!",positive
@polaceo es curios k x a configurar l'eduroam necessitis acces a internet x baixar-te el secure no se que xD,neutral
A rede eduroam vai abaixo e acontece isto: https://t.co/WVzjRyqy,neutral
#tecnologia | eduroam celebra uma década de internet segura http://t.co/TIqIMmTT | (@feedsdenoticias),neutral
eduroam celebra uma década de internet segura http://t.co/1R7hfx5Z,positive
@noegp16 para android es aqi http://t.co/Q8RiRoQV,neutral
E o iPhone nunca mais se desligou da Eduroam... Amazing...,negative
Que asco de lentitud #eduroam @UA_CABREADA http://t.co/ik5FlbhY,negative
Eduroam na Casa da Música :),positive
RT @Maryah93Bliss: EDUROAM. APESTAS.,negative
EDUROAM. APESTAS.,negative
"@Mileumsorrisos eu tenho na escola, no dragão e na alameda! gotta love eduroam :b",positive
"Neste momento, a única coisa que poderia destruir o meu mundo era a falta de eduroam nas caves. #ISTecnico",negative
"Obrigado Eduroam, agora estás bem melhor … sempre a cair :D",positive
A eduroam está nas couves,positive
"@collidingworlds É que credenciais da eduroam, é tentar ligar e aquilo liga, no isep às vezes entra, outras não &gt;:
E vai reclamar à optimus.",neutral
"@collidingworlds E para acederes à eduroam, tens de configurar cenas Se conseguires por milagre abrir o site, aqui tens http://t.co/taXGZbA",neutral
Parece ser que eduroam se a ido de previa..,neutral
Configurar eduroam em smartphone android | Sistemas Operativos: Configurar eduroam em smartphone android ... http://t.co/NGhoF9ns #ESGTS,neutral
Configurar rede eduroam em smartphone android http://t.co/ZzJSWgkP via @sharethis,neutral
Configurar rede eduroam em smartphone android http://t.co/Hj0JJK9m,neutral
"Configurar rede eduroam no vosso smartphone android
Vejam aqui passo a passo:... http://t.co/TkeEDcE8",neutral
@andremelosantos a eduroam já funciona?,neutral
"Alguém me ""empresta"" um login Eduroam?",neutral
Pessoal do IST: que bipolaridade é esta da vossa eduroam????,neutral
a eduroam morreu... -.-',negative
"Zentzi da UA, tão a conseguir ligar-se à eduroam?",neutral
A eduroam hoje esta uma lastima,negative
Tentar estudar/trabalhar na fcul a um feriado sem existir eduroam... challenged accepted...,negative
Eu tambem tenho internettttttt engenheiros 1 eduroam 0,negative
Apanhar o WiFi do ISEL. Obrigado eduroam.,positive
a procura do eduroam http://t.co/ZrtfxBeL,negative
"@PiradasNoJustin então é só fazer o que eu te disse, e os ajustes ficam aqui ahahaha http://t.co/2iFHmlxD",neutral
RT @servicos_rnp: Inicia-se o projeto ELCIRA. RNP está responsável pela disseminação de AAI e eduroam em 2 NRENs da LA: http://t.co/Wl786Vii,positive
RT @servicos_rnp: Tem início o projeto ELCIRA. RNP está responsável pela disseminação de AAI e eduroam em mais 2 NRENs da América Latina ...,positive
Tem início o projeto ELCIRA. RNP está responsável pela disseminação de AAI e eduroam em mais 2 NRENs da América Latina: http://t.co/vtT7Sv22,neutral
He conseguido dominar eduroam para android muahahawaha.,positive
@pfidalgo1 @flsantos que (não) surpresa: consegui configurar o smartphone com eduroam na UAveiro #pleconf,positive
"Com previsão de lançamento no Brasil no segundo semestre de 2012, o eduroam é uma iniciativa internacional que... http://t.co/9rqq7m0q",neutral
Gostava de ver chegar o dia em que a eduroam no ist funcionasse bem…,negative
RNP anuncia lançamento do eduroam para o segundo semestre: http://t.co/ggg6YBCQ,neutral
RT @servicos_rnp: RNP anuncia lançamento do serviço eduroam para o segundo semestre deste ano #eduroam #RNP: http://t.co/dTD1kE5b,positive
RT @servicos_rnp: RNP anuncia lançamento do serviço eduroam para o segundo semestre deste ano #eduroam #RNP: http://t.co/dTD1kE5b,positive
RT @servicos_rnp: RNP anuncia lançamento do serviço eduroam para o segundo semestre deste ano #eduroam #RNP: http://t.co/dTD1kE5b,positive
RNP anuncia lançamento do serviço eduroam para o segundo semestre deste ano #eduroam #RNP: http://t.co/dTD1kE5b,neutral
Boa! Tenho acesso à Eduroam mas ñ faço a mínima ideia de como!,positive
"@relax Viva, estou na FEUP a usar a Eduroam e não me consigo ligar à VPN da minha empresa. É suposto ou estou a fazer algo mal? =)",negative
"até que enfim consegui me conectar a eduroam da unicamp, tinha que ser no instituto de biologia, né? #destino",positive
"RT @ualeitao: Bom dia de Recife. Na abertura do ESUD 2012, Nelson Simões Diretor da RNP divulga o EDUROAM: conexão sem fio gratuita em t ...",neutral
"Bom dia de Recife. Na abertura do ESUD 2012, Nelson Simões Diretor da RNP divulga o EDUROAM: conexão sem fio gratuita em todas as Unis Feds",neutral
@cleomarrocha tem um grupo na ufg estudando wifi. Vou perguntar se estão considerando eduroam.,neutral
"Novo serviço de mobilidade, operado no Brasil pela RNP: Eduroam",neutral
"Serviço #eduroam será lançado amanhã, 14/08, às 16:20 hs. Assista: http://t.co/oHntvGUy http://t.co/1qOpXlvq via @po_st",positive
"Serviço #eduroam será lançado amanhã, 14/08, às 16:20 hs. Assista: http://t.co/jazCmEoV http://t.co/RL9r9hRt",positive
RNP lança eduroam na próxima terça-feira durante o fórum - http://t.co/EC4YeOyV,neutral
RNP passa a oferecer Wi-Fi grátis em institutos de pequisa  #academia #eduroam #servicos_rnp http://t.co/44vvxDoQ via @computerworldbr,positive
Serviço wi-fi poderá beneficiar mais de 1milhão de usuários de instituições integrantes do projeto Eduroam http://t.co/C7uuLURi,positive
"RT @servicos_rnp: RNP lança novo serviço #eduroam (education roaming) na próxima terça-feira, durante o Fórum RNP - confira: http://t.co ...",positive
"RNP lança novo serviço #eduroam (education roaming) na próxima terça-feira, durante o Fórum RNP - confira: http://t.co/ZuIuAQce.",positive
"Vem aí o #eduroam, novo #serviço de conexão sem fio segura que a #RNP oferece às universidades e unidades de #pesquisa. http://t.co/BbjHVMF4",positive
Configurar Eduroam no Windows 8. Veja os passos aqui:... http://t.co/JeLbjzvq,neutral
É mais fácil meter um pinguim dentro do congelador lá de casa do que instalar a rede eduroam no meu telemóvel! #help,negative
No dia em que a eduroam funcionar bem à primeira faço uma festa…,negative
"Um dia, a eduroam no IST vai funcionar como deve de ser, claramente hoje não é esse dia.",negative
@AfonsoGS estou a tres anos a tentar aceder a rede eduroam do iseg e nao consigo,negative
Alguém já conseguiu configurar a eduroam da UMinho em Android?,neutral
"É sempre tão bom, isso RT @Razzo: Eu a queimar trafego 3G que nem um senhor por causa da eduroam não estar a funcionar.",negative
Nem iPhone nem Mac se ligam ao eduroam,negative
"Como sempre, #eduroam no #inesc é para esquecer. #fail",negative
muahahah consegui sacar o NetBeans com a eduroam lenta ^^,negative
E uma eduroam que funcionasse como deve de ser também era fixe,negative
@JuanMatarreyes De nada http://t.co/C0DMZjyh,neutral
"@trainmaniac se as tuas credenciais no ISCTE estiverem activas, deve dar para entrar na rede do IST (se for eduroam)",neutral
não és eduroam? RT @trainmaniac: No IST há net para guests?,neutral
"Uau, mudei de router e ligou bem à eduroam? Estou surpreendido.",positive
"Pronto, eduroam configurada. Custou mas foi",positive
"Muito isto RT @_JoaoAndrade_: Esta eduroam às vezes, também só lá vai à chapada",negative
"RT @_JoaoAndrade_: Esta eduroam às vezes, também só lá vai à chapada",negative
"Esta eduroam às vezes, também só lá vai à chapada",negative
"RT @_JoaoAndrade_: E esta parvoíce do Android, que para adicionar a eduroam, tenho de definir um código de bloqueio? Dass no iOS é muito ...",neutral
"E esta parvoíce do Android, que para adicionar a eduroam, tenho de definir um código de bloqueio? Dass no iOS é muito mais fácil.",neutral
"Lógica da eduroam no IST: consigo usar o Twitter na boa, o Fénix não abre. Lulz",neutral
@MaraGeels @foliaweb eduroam ook?,neutral
"engracado comi depois desta hora de almoco na esplanada com vista para o rio, prefiro a net da carris que a rede eduroam da faculdade :s",negative
"@mr_jcosta sim, a sério. Desde que existe eduroam que consigo. O teu amigo anda onde?",positive
"@danielasofs Deves ter eduroam ai, mas só quando fores oficialmente aluna :-)",neutral
"Ainda não tenho a eduroam no iPod, shit",negative
la velocidad de eduroam me desquicia assdjsvsjkb,negative
Apanhar eduroam no Dragão é qualidade #carregaporto,positive
"Isso assim não dá, um gajo tenta ver a Keynote, e a eduroam não colabora :(",negative
"Em pleno Departamento de Informática a rede wireless eduroam é um lixo, e a das salas não funciona...",negative
Como configurar à rede sem WiFi eduroam no iPhone/iPod/iPad/Mac OS X Lion http://t.co/4i7zdraP via @O_Meu_iDevice_Fórum,neutral
Morro de amores pela eduroam 😓,negative
@itsjoanarocha uso o meu mail institucional e a pass de acesso ao portal e ao moodle da escola... A net que apanho é eduroam. :),positive
Já da pra parar de oscilar né eduroam?,negative
Também tenho que pensar que à rede eduroam devem estar ligados para ai uns 300 computadores na boa,neutral
Acho que é ainda melhor a FON_ZON_FREE_INTERNET que a rede eduroam do iscte...,neutral
Eduroam já funcionavas..,negative
Eduroam má dnes PMS. #justlikeoldtimes,negative
E a eduroam foi cus porcos...,negative
"Entretanto, dois caloiros a tentarem configurar a eduroam. Tou aqui, tou a perguntar se precisam de ir tirar um curso para o fazerem.",negative
"Na FCUL a Eduroam é. a bem dizer, sopa de intranet? [podiam poupar o endereço IP público]",negative
Querida eduroam: chop chop!,negative
"Hoje está a chover, e a eduroam está uma merda como de costume ^^",negative
Agora sempre que chove a #eduroam não funciona?,negative
O 4S não consegue ligar à #eduroam,negative
Eduroam= kk,negative
"Rede eduroam, finalmente. E a seca de uma hora!",positive
RT @acfn: UFRGS e PUCRS disponibilizam serviço eduroam da RNP - facilidade em usar minhas credenciais:@eduroam @servicos_rnp http://t.co ...,neutral
RT @acfn: UFRGS e PUCRS disponibilizam serviço eduroam da RNP - facilidade em usar minhas credenciais:@eduroam @servicos_rnp http://t.co ...,neutral
UFRGS e PUCRS disponibilizam serviço eduroam da RNP - facilidade em usar minhas credenciais:@eduroam @servicos_rnp http://t.co/tlziU9zw,positive
@eduroam Rio Grande do Sul já conta com 164 pontos eduroam espalhados nos campi da UFRGS e PUCRS: http://t.co/UzLmgd4e via @servicos_rnp,positive
"Querida eduroam, gostava muito de acabar de instalar o @FootballManager desbloqueiem lá a Steam sff.",neutral
Rio Grande do Sul já conta com 164 pontos de acesso do eduroam espalhados nos campi da UFRGS e PUCRS. Confira o mapa: http://t.co/i9WBm8V4,positive
WiFi gratuito para estudantes no mundo: http://t.co/xCbVSMIJ,positive
@AfonsoGS so agora e que consegui ligar o bb a eduroam (demorei horas) pq tou sem internet. 1- oubi dizer que nao era a pala 2- no time,negative
